Date,Value
1-Apr-1908,204.79
1-Mar-1908,196.59
1-Feb-1908,188.87
1-Jan-1908,193.76
1-Dec-1907,183.93
1-Nov-1907,171.25
1-Oct-1907,174.52
1-Sep-1907,197.72
1-Aug-1907,199.84
1-Jul-1907,216.03
1-Jun-1907,208.07
1-May-1907,217.32
1-Apr-1907,229.89
1-Mar-1907,228.79
1-Feb-1907,250.92
1-Jan-1907,264.61
1-Dec-1906,269.61
1-Nov-1906,274.85
1-Oct-1906,272.39
1-Sep-1906,287.02
1-Aug-1906,281.39
1-Jul-1906,268.03
1-Jun-1906,266.13
1-May-1906,262.7
1-Apr-1906,272.72
1-Mar-1906,276.48
1-Feb-1906,283.42
1-Jan-1906,285.44
1-Dec-1905,275.9
1-Nov-1905,272.46
1-Oct-1905,276.91
1-Sep-1905,273.06
1-Aug-1905,269.25
1-Jul-1905,262.41
1-Jun-1905,254.42
1-May-1905,251.46
1-Apr-1905,261.64
1-Mar-1905,264.86
1-Feb-1905,254.5
1-Jan-1905,243.8
1-Dec-1904,238.59
1-Nov-1904,236.28
1-Oct-1904,229.28
1-Sep-1904,216.55
1-Aug-1904,209.92
1-Jul-1904,205.29
1-Jun-1904,197.11
1-May-1904,196.81
1-Apr-1904,196.44
1-Mar-1904,189.64
1-Feb-1904,187.98
1-Jan-1904,197.62
1-Dec-1903,198.93
1-Nov-1903,190.15
1-Oct-1903,187.46
1-Sep-1903,191.41
1-Aug-1903,198.54
1-Jul-1903,205.13
1-Jun-1903,215.01
1-May-1903,227.59
1-Apr-1903,226.81
1-Mar-1903,236.47
1-Feb-1903,237.88
1-Jan-1903,239.3
1-Dec-1902,230.36
1-Nov-1902,238.3
1-Oct-1902,239.92
1-Sep-1902,265.02
1-Aug-1902,267.36
1-Jul-1902,257.53
1-Jun-1902,251.84
1-May-1902,256.16
1-Apr-1902,259.98
1-Mar-1902,254.26
1-Feb-1902,253.95
1-Jan-1902,251.78
1-Dec-1901,243.73
1-Nov-1901,250.54
1-Oct-1901,248.41
1-Sep-1901,251.24
1-Aug-1901,255.44
1-Jul-1901,255.26
1-Jun-1901,276.88
1-May-1901,251.8
1-Apr-1901,265.15
1-Mar-1901,241.74
1-Feb-1901,233.37
1-Jan-1901,224.62
1-Dec-1900,221.14
1-Nov-1900,205.88
1-Oct-1900,190.94
1-Sep-1900,182.15
1-Aug-1900,188.72
1-Jul-1900,184.03
1-Jun-1900,186.18
1-May-1900,189.68
1-Apr-1900,194.37
1-Mar-1900,191.92
1-Feb-1900,190.38
1-Jan-1900,189.14
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
